Code|Level_2|Fonte
C02F   9/00|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F   9/005|1.2.1. Water and wastewater treatment|CPC
C02F   9/02|1.2.1. Water and wastewater treatment|IPC
C02F   9/04|1.2.1. Water and wastewater treatment|IPC
C02F   9/06|1.2.1. Water and wastewater treatment|IPC
C02F   9/08|1.2.1. Water and wastewater treatment|IPC
C02F   9/10|1.2.1. Water and wastewater treatment|IPC
C02F   9/12|1.2.1. Water and wastewater treatment|IPC
C02F   9/14|1.2.1. Water and wastewater treatment|IPC
C02F  11/00|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/002|1.2.1. Water and wastewater treatment|CPC
C02F  11/004|1.2.1. Water and wastewater treatment|CPC
C02F  11/006|1.2.1. Water and wastewater treatment|CPC
C02F  11/008|1.2.1. Water and wastewater treatment|CPC
C02F  11/02|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/04|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/06|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/08|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/083|1.2.1. Water and wastewater treatment|CPC
C02F  11/086|1.2.1. Water and wastewater treatment|CPC
C02F  11/10|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/12|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/121|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/122|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/123|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/125|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/126|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/127|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/128|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/13|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/131|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/14|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/143|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/145|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/147|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/148|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/15|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/16|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/18|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F  11/185|1.2.1. Water and wastewater treatment|CPC
C02F  11/20|1.2.1. Water and wastewater treatment; 1.2.1. Water and wastewater treatment|CPC & IPC
C02F 101/00|1.2.1. Water and wastewater treatment|IPC
C02F 101/10|1.2.1. Water and wastewater treatment|IPC
C02F 101/12|1.2.1. Water and wastewater treatment|IPC
C02F 101/14|1.2.1. Water and wastewater treatment|IPC
C02F 101/16|1.2.1. Water and wastewater treatment|IPC
C02F 101/18|1.2.1. Water and wastewater treatment|IPC
C02F 101/20|1.2.1. Water and wastewater treatment|IPC
C02F 101/22|1.2.1. Water and wastewater treatment|IPC
C02F 101/30|1.2.1. Water and wastewater treatment|IPC
C02F 101/32|1.2.1. Water and wastewater treatment|IPC
C02F 101/34|1.2.1. Water and wastewater treatment|IPC
C02F 101/36|1.2.1. Water and wastewater treatment|IPC
C02F 101/38|1.2.1. Water and wastewater treatment|IPC
C02F 103/00|1.2.1. Water and wastewater treatment|IPC
C02F 103/02|1.2.1. Water and wastewater treatment|IPC
C02F 103/04|1.2.1. Water and wastewater treatment|IPC
C02F 103/06|1.2.1. Water and wastewater treatment|IPC
C02F 103/08|1.2.1. Water and wastewater treatment|IPC
C02F 103/10|1.2.1. Water and wastewater treatment|IPC
C02F 103/12|1.2.1. Water and wastewater treatment|IPC
C02F 103/14|1.2.1. Water and wastewater treatment|IPC
C02F 103/16|1.2.1. Water and wastewater treatment|IPC
C02F 103/18|1.2.1. Water and wastewater treatment|IPC
C02F 103/20|1.2.1. Water and wastewater treatment|IPC
C02F 103/22|1.2.1. Water and wastewater treatment|IPC
C02F 103/24|1.2.1. Water and wastewater treatment|IPC
C02F 103/26|1.2.1. Water and wastewater treatment|IPC
C02F 103/28|1.2.1. Water and wastewater treatment|IPC
C02F 103/30|1.2.1. Water and wastewater treatment|IPC
C02F 103/32|1.2.1. Water and wastewater treatment|IPC
C02F 103/34|1.2.1. Water and wastewater treatment|IPC
C02F 103/36|1.2.1. Water and wastewater treatment|IPC
C02F 103/38|1.2.1. Water and wastewater treatment|IPC
C02F 103/40|1.2.1. Water and wastewater treatment|IPC
C02F 103/42|1.2.1. Water and wastewater treatment|IPC
C02F 103/44|1.2.1. Water and wastewater treatment|IPC
C02F2001/007|1.2.1. Water and wastewater treatment|CPC
C02F2001/422|1.2.1. Water and wastewater treatment|CPC
C02F2001/425|1.2.1. Water and wastewater treatment|CPC
C02F2001/427|1.2.1. Water and wastewater treatment|CPC
C02F2001/46119|1.2.1. Water and wastewater treatment|CPC
C02F2001/46123|1.2.1. Water and wastewater treatment|CPC
C02F2001/46128|1.2.1. Water and wastewater treatment|CPC
C02F2001/46133|1.2.1. Water and wastewater treatment|CPC
C02F2001/46138|1.2.1. Water and wastewater treatment|CPC
C02F2001/46142|1.2.1. Water and wastewater treatment|CPC
C02F2001/46147|1.2.1. Water and wastewater treatment|CPC
C02F2001/46152|1.2.1. Water and wastewater treatment|CPC
C02F2001/46157|1.2.1. Water and wastewater treatment|CPC
C02F2001/46161|1.2.1. Water and wastewater treatment|CPC
C02F2001/46166|1.2.1. Water and wastewater treatment|CPC
C02F2001/46171|1.2.1. Water and wastewater treatment|CPC
C02F2001/46185|1.2.1. Water and wastewater treatment|CPC
C02F2001/4619|1.2.1. Water and wastewater treatment|CPC
C02F2001/46195|1.2.1. Water and wastewater treatment|CPC
C02F2001/5218|1.2.1. Water and wastewater treatment|CPC
C02F2003/001|1.2.1. Water and wastewater treatment|CPC
C02F2003/003|1.2.1. Water and wastewater treatment|CPC
C02F2003/008|1.2.1. Water and wastewater treatment|CPC
C02F2101/00|1.2.1. Water and wastewater treatment|CPC
C02F2101/003|1.2.1. Water and wastewater treatment|CPC
C02F2101/006|1.2.1. Water and wastewater treatment|CPC
C02F2101/10|1.2.1. Water and wastewater treatment|CPC
C02F2101/101|1.2.1. Water and wastewater treatment|CPC
C02F2101/103|1.2.1. Water and wastewater treatment|CPC
C02F2101/105|1.2.1. Water and wastewater treatment|CPC
C02F2101/106|1.2.1. Water and wastewater treatment|CPC
C02F2101/108|1.2.1. Water and wastewater treatment|CPC
C02F2101/12|1.2.1. Water and wastewater treatment|CPC
C02F2101/14|1.2.1. Water and wastewater treatment|CPC
C02F2101/16|1.2.1. Water and wastewater treatment|CPC
C02F2101/163|1.2.1. Water and wastewater treatment|CPC
C02F2101/166|1.2.1. Water and wastewater treatment|CPC
C02F2101/18|1.2.1. Water and wastewater treatment|CPC
C02F2101/20|1.2.1. Water and wastewater treatment|CPC
C02F2101/203|1.2.1. Water and wastewater treatment|CPC
C02F2101/206|1.2.1. Water and wastewater treatment|CPC
C02F2101/22|1.2.1. Water and wastewater treatment|CPC
C02F2101/30|1.2.1. Water and wastewater treatment|CPC
C02F2101/301|1.2.1. Water and wastewater treatment|CPC
C02F2101/303|1.2.1. Water and wastewater treatment|CPC
C02F2101/305|1.2.1. Water and wastewater treatment|CPC
C02F2101/306|1.2.1. Water and wastewater treatment|CPC
C02F2101/308|1.2.1. Water and wastewater treatment|CPC
C02F2101/32|1.2.1. Water and wastewater treatment|CPC
C02F2101/322|1.2.1. Water and wastewater treatment|CPC
C02F2101/325|1.2.1. Water and wastewater treatment|CPC
C02F2101/327|1.2.1. Water and wastewater treatment|CPC
C02F2101/34|1.2.1. Water and wastewater treatment|CPC
C02F2101/345|1.2.1. Water and wastewater treatment|CPC
C02F2101/36|1.2.1. Water and wastewater treatment|CPC
C02F2101/363|1.2.1. Water and wastewater treatment|CPC
C02F2101/366|1.2.1. Water and wastewater treatment|CPC
C02F2101/38|1.2.1. Water and wastewater treatment|CPC
C02F2101/40|1.2.1. Water and wastewater treatment|CPC
C02F2103/00|1.2.1. Water and wastewater treatment|CPC
C02F2103/001|1.2.1. Water and wastewater treatment|CPC
C02F2103/002|1.2.1. Water and wastewater treatment|CPC
C02F2103/003|1.2.1. Water and wastewater treatment|CPC
C02F2103/005|1.2.1. Water and wastewater treatment|CPC
C02F2103/006|1.2.1. Water and wastewater treatment|CPC
C02F2103/007|1.2.1. Water and wastewater treatment|CPC
C02F2103/008|1.2.1. Water and wastewater treatment|CPC
C02F2103/02|1.2.1. Water and wastewater treatment|CPC
C02F2103/023|1.2.1. Water and wastewater treatment|CPC
C02F2103/026|1.2.1. Water and wastewater treatment|CPC
C02F2103/04|1.2.1. Water and wastewater treatment|CPC
C02F2103/06|1.2.1. Water and wastewater treatment|CPC
C02F2103/08|1.2.1. Water and wastewater treatment|CPC
C02F2103/10|1.2.1. Water and wastewater treatment|CPC
C02F2103/12|1.2.1. Water and wastewater treatment|CPC
C02F2103/14|1.2.1. Water and wastewater treatment|CPC
C02F2103/16|1.2.1. Water and wastewater treatment|CPC
C02F2103/18|1.2.1. Water and wastewater treatment|CPC
C02F2103/20|1.2.1. Water and wastewater treatment|CPC
C02F2103/22|1.2.1. Water and wastewater treatment|CPC
C02F2103/24|1.2.1. Water and wastewater treatment|CPC
C02F2103/26|1.2.1. Water and wastewater treatment|CPC
C02F2103/28|1.2.1. Water and wastewater treatment|CPC
C02F2103/30|1.2.1. Water and wastewater treatment|CPC
C02F2103/32|1.2.1. Water and wastewater treatment|CPC
C02F2103/322|1.2.1. Water and wastewater treatment|CPC
C02F2103/325|1.2.1. Water and wastewater treatment|CPC
C02F2103/327|1.2.1. Water and wastewater treatment|CPC
C02F2103/34|1.2.1. Water and wastewater treatment|CPC
C02F2103/343|1.2.1. Water and wastewater treatment|CPC
C02F2103/346|1.2.1. Water and wastewater treatment|CPC
C02F2103/36|1.2.1. Water and wastewater treatment|CPC
C02F2103/365|1.2.1. Water and wastewater treatment|CPC
C02F2103/38|1.2.1. Water and wastewater treatment|CPC
C02F2103/40|1.2.1. Water and wastewater treatment|CPC
C02F2103/42|1.2.1. Water and wastewater treatment|CPC
C02F2103/44|1.2.1. Water and wastewater treatment|CPC
C02F2201/00|1.2.1. Water and wastewater treatment|CPC
C02F2201/001|1.2.1. Water and wastewater treatment|CPC
C02F2201/002|1.2.1. Water and wastewater treatment|CPC
C02F2201/003|1.2.1. Water and wastewater treatment|CPC
C02F2201/004|1.2.1. Water and wastewater treatment|CPC
C02F2201/005|1.2.1. Water and wastewater treatment|CPC
C02F2201/006|1.2.1. Water and wastewater treatment|CPC
C02F2201/007|1.2.1. Water and wastewater treatment|CPC
C02F2201/008|1.2.1. Water and wastewater treatment|CPC
C02F2201/009|1.2.1. Water and wastewater treatment|CPC
C02F2201/32|1.2.1. Water and wastewater treatment|CPC
C02F2201/322|1.2.1. Water and wastewater treatment|CPC
C02F2201/3221|1.2.1. Water and wastewater treatment|CPC
C02F2201/3222|1.2.1. Water and wastewater treatment|CPC
C02F2201/3223|1.2.1. Water and wastewater treatment|CPC
C02F2201/3224|1.2.1. Water and wastewater treatment|CPC
C02F2201/3225|1.2.1. Water and wastewater treatment|CPC
C02F2201/3226|1.2.1. Water and wastewater treatment|CPC
C02F2201/3227|1.2.1. Water and wastewater treatment|CPC
C02F2201/3228|1.2.1. Water and wastewater treatment|CPC
C02F2201/324|1.2.1. Water and wastewater treatment|CPC
C02F2201/326|1.2.1. Water and wastewater treatment|CPC
C02F2201/328|1.2.1. Water and wastewater treatment|CPC
C02F2201/46|1.2.1. Water and wastewater treatment|CPC
C02F2201/461|1.2.1. Water and wastewater treatment|CPC
C02F2201/46105|1.2.1. Water and wastewater treatment|CPC
C02F2201/4611|1.2.1. Water and wastewater treatment|CPC
C02F2201/46115|1.2.1. Water and wastewater treatment|CPC
C02F2201/4612|1.2.1. Water and wastewater treatment|CPC
C02F2201/46125|1.2.1. Water and wastewater treatment|CPC
C02F2201/4613|1.2.1. Water and wastewater treatment|CPC
C02F2201/46135|1.2.1. Water and wastewater treatment|CPC
C02F2201/4614|1.2.1. Water and wastewater treatment|CPC
C02F2201/46145|1.2.1. Water and wastewater treatment|CPC
C02F2201/4615|1.2.1. Water and wastewater treatment|CPC
C02F2201/46155|1.2.1. Water and wastewater treatment|CPC
C02F2201/4616|1.2.1. Water and wastewater treatment|CPC
C02F2201/46165|1.2.1. Water and wastewater treatment|CPC
C02F2201/4617|1.2.1. Water and wastewater treatment|CPC
C02F2201/46175|1.2.1. Water and wastewater treatment|CPC
C02F2201/4618|1.2.1. Water and wastewater treatment|CPC
C02F2201/46185|1.2.1. Water and wastewater treatment|CPC
C02F2201/4619|1.2.1. Water and wastewater treatment|CPC
C02F2201/46195|1.2.1. Water and wastewater treatment|CPC
C02F2201/48|1.2.1. Water and wastewater treatment|CPC
C02F2201/483|1.2.1. Water and wastewater treatment|CPC
C02F2201/486|1.2.1. Water and wastewater treatment|CPC
C02F2201/78|1.2.1. Water and wastewater treatment|CPC
C02F2201/782|1.2.1. Water and wastewater treatment|CPC
C02F2201/784|1.2.1. Water and wastewater treatment|CPC
C02F2203/00|1.2.1. Water and wastewater treatment|CPC
C02F2203/002|1.2.1. Water and wastewater treatment|CPC
C02F2203/004|1.2.1. Water and wastewater treatment|CPC
C02F2203/006|1.2.1. Water and wastewater treatment|CPC
C02F2203/008|1.2.1. Water and wastewater treatment|CPC
C02F2209/00|1.2.1. Water and wastewater treatment|CPC
C02F2209/001|1.2.1. Water and wastewater treatment|CPC
C02F2209/003|1.2.1. Water and wastewater treatment|CPC
C02F2209/005|1.2.1. Water and wastewater treatment|CPC
C02F2209/006|1.2.1. Water and wastewater treatment|CPC
C02F2209/008|1.2.1. Water and wastewater treatment|CPC
C02F2209/01|1.2.1. Water and wastewater treatment|CPC
C02F2209/02|1.2.1. Water and wastewater treatment|CPC
C02F2209/03|1.2.1. Water and wastewater treatment|CPC
C02F2209/04|1.2.1. Water and wastewater treatment|CPC
C02F2209/05|1.2.1. Water and wastewater treatment|CPC
C02F2209/055|1.2.1. Water and wastewater treatment|CPC
C02F2209/06|1.2.1. Water and wastewater treatment|CPC
C02F2209/07|1.2.1. Water and wastewater treatment|CPC
C02F2209/08|1.2.1. Water and wastewater treatment|CPC
C02F2209/09|1.2.1. Water and wastewater treatment|CPC
C02F2209/10|1.2.1. Water and wastewater treatment|CPC
C02F2209/105|1.2.1. Water and wastewater treatment|CPC
C02F2209/11|1.2.1. Water and wastewater treatment|CPC
C02F2209/12|1.2.1. Water and wastewater treatment|CPC
C02F2209/14|1.2.1. Water and wastewater treatment|CPC
C02F2209/15|1.2.1. Water and wastewater treatment|CPC
C02F2209/16|1.2.1. Water and wastewater treatment|CPC
C02F2209/18|1.2.1. Water and wastewater treatment|CPC
C02F2209/19|1.2.1. Water and wastewater treatment|CPC
C02F2209/20|1.2.1. Water and wastewater treatment|CPC
C02F2209/21|1.2.1. Water and wastewater treatment|CPC
C02F2209/22|1.2.1. Water and wastewater treatment|CPC
C02F2209/225|1.2.1. Water and wastewater treatment|CPC
C02F2209/23|1.2.1. Water and wastewater treatment|CPC
C02F2209/235|1.2.1. Water and wastewater treatment|CPC
C02F2209/24|1.2.1. Water and wastewater treatment|CPC
C02F2209/245|1.2.1. Water and wastewater treatment|CPC
C02F2209/26|1.2.1. Water and wastewater treatment|CPC
C02F2209/265|1.2.1. Water and wastewater treatment|CPC
C02F2209/28|1.2.1. Water and wastewater treatment|CPC
C02F2209/285|1.2.1. Water and wastewater treatment|CPC
C02F2209/29|1.2.1. Water and wastewater treatment|CPC
C02F2209/30|1.2.1. Water and wastewater treatment|CPC
C02F2209/32|1.2.1. Water and wastewater treatment|CPC
C02F2209/34|1.2.1. Water and wastewater treatment|CPC
C02F2209/36|1.2.1. Water and wastewater treatment|CPC
C02F2209/38|1.2.1. Water and wastewater treatment|CPC
C02F2209/40|1.2.1. Water and wastewater treatment|CPC
C02F2209/42|1.2.1. Water and wastewater treatment|CPC
C02F2209/44|1.2.1. Water and wastewater treatment|CPC
C02F2209/445|1.2.1. Water and wastewater treatment|CPC
C02F2301/00|1.2.1. Water and wastewater treatment|CPC
C02F2301/02|1.2.1. Water and wastewater treatment|CPC
C02F2301/022|1.2.1. Water and wastewater treatment|CPC
C02F2301/024|1.2.1. Water and wastewater treatment|CPC
C02F2301/026|1.2.1. Water and wastewater treatment|CPC
C02F2301/028|1.2.1. Water and wastewater treatment|CPC
C02F2301/04|1.2.1. Water and wastewater treatment|CPC
C02F2301/043|1.2.1. Water and wastewater treatment|CPC
C02F2301/046|1.2.1. Water and wastewater treatment|CPC
C02F2301/06|1.2.1. Water and wastewater treatment|CPC
C02F2301/063|1.2.1. Water and wastewater treatment|CPC
C02F2301/066|1.2.1. Water and wastewater treatment|CPC
C02F2301/08|1.2.1. Water and wastewater treatment|CPC
C02F2301/10|1.2.1. Water and wastewater treatment|CPC
C02F2301/103|1.2.1. Water and wastewater treatment|CPC
C02F2301/106|1.2.1. Water and wastewater treatment|CPC
C02F2303/00|1.2.1. Water and wastewater treatment|CPC
C02F2303/02|1.2.1. Water and wastewater treatment|CPC
C02F2303/04|1.2.1. Water and wastewater treatment|CPC
C02F2303/06|1.2.1. Water and wastewater treatment|CPC
C02F2303/08|1.2.1. Water and wastewater treatment|CPC
C02F2303/10|1.2.1. Water and wastewater treatment|CPC
C02F2303/12|1.2.1. Water and wastewater treatment|CPC
C02F2303/14|1.2.1. Water and wastewater treatment|CPC
C02F2303/16|1.2.1. Water and wastewater treatment|CPC
C02F2303/18|1.2.1. Water and wastewater treatment|CPC
C02F2303/185|1.2.1. Water and wastewater treatment|CPC
C02F2303/20|1.2.1. Water and wastewater treatment|CPC
C02F2303/22|1.2.1. Water and wastewater treatment|CPC
C02F2303/24|1.2.1. Water and wastewater treatment|CPC
C02F2303/26|1.2.1. Water and wastewater treatment|CPC
C02F2305/00|1.2.1. Water and wastewater treatment|CPC
C02F2305/02|1.2.1. Water and wastewater treatment|CPC
C02F2305/023|1.2.1. Water and wastewater treatment|CPC
C02F2305/026|1.2.1. Water and wastewater treatment|CPC
C02F2305/04|1.2.1. Water and wastewater treatment|CPC
C02F2305/06|1.2.1. Water and wastewater treatment|CPC
C02F2305/08|1.2.1. Water and wastewater treatment|CPC
C02F2305/10|1.2.1. Water and wastewater treatment|CPC
C02F2305/12|1.2.1. Water and wastewater treatment|CPC
C02F2305/14|1.2.1. Water and wastewater treatment|CPC
C02F2307/00|1.2.1. Water and wastewater treatment|CPC
C02F2307/02|1.2.1. Water and wastewater treatment|CPC
C02F2307/04|1.2.1. Water and wastewater treatment|CPC
C02F2307/06|1.2.1. Water and wastewater treatment|CPC
C02F2307/08|1.2.1. Water and wastewater treatment|CPC
C02F2307/10|1.2.1. Water and wastewater treatment|CPC
C02F2307/12|1.2.1. Water and wastewater treatment|CPC
C02F2307/14|1.2.1. Water and wastewater treatment|CPC
C03B   1/02|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B   7/24|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B   7/243|1.3.2. Material recovery recycling and re-use|CPC
C04B   7/246|1.3.2. Material recovery recycling and re-use|CPC
C04B   7/26|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B   7/28|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B   7/30|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  11/26|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  11/262|1.3.2. Material recovery recycling and re-use|CPC
C04B  11/264|1.3.2. Material recovery recycling and re-use|CPC
C04B  11/266|1.3.2. Material recovery recycling and re-use|CPC
C04B  11/268|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/04|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/0409|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/0418|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/0427|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/0436|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/0445|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/0454|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/0463|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/0472|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/0481|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/049|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/06|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/061|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/062|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/064|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/065|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/067|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/068|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/08|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/081|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/082|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/084|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/085|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/087|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/088|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/10|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/101|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/103|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/105|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/106|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/108|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/12|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/125|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/14|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/141|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/142|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/143|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/144|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/145|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/146|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/147|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/148|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/149|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/16|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/162|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/165|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/167|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/18|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/20|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/22|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/24|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/241|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/243|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/245|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/246|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/248|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/26|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/265|1.3.2. Material recovery recycling and re-use|CPC
C04B  18/28|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/30|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  18/305|1.3.2. Material recovery recycling and re-use|CPC
C04B  33/132|1.3.2. Material recovery recycling and re-use; 1.3.2. Material recovery, recycling and re-use|CPC & IPC
C04B  33/1321|1.3.2. Material recovery recycling and re-use|CPC
C04B  33/1322|1.3.2. Material recovery recycling and re-use|CPC
C04B  33/1324|1.3.2. Material recovery recycling and re-use|CPC
C04B  33/1325|1.3.2. Material recovery recycling and re-use|CPC
C04B  33/1327|1.3.2. Material recovery recycling and re-use|CPC
C04B  33/1328|1.3.2. Material recovery recycling and re-use|CPC
C05F|1.3.3. Fertilizers from waste|IPC
C05F   1/00|1.3.3. Fertilizers from waste; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   1/002|1.3.3. Fertilizers from waste|CPC
C05F   1/005|1.3.3. Fertilizers from waste|CPC
C05F   1/007|1.3.3. Fertilizers from waste|CPC
C05F   1/02|1.3.3. Fertilizers from waste; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   3/00|1.3.3. Fertilizers from waste; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   3/02|1.3.3. Fertilizers from waste; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   3/04|1.3.3. Fertilizers from waste; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   3/06|1.3.3. Fertilizers from waste; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   5/00|1.3.3. Fertilizers from waste; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   5/002|1.3.3. Fertilizers from waste|CPC
C05F   5/004|1.3.3. Fertilizers from waste|CPC
C05F   5/006|1.3.3. Fertilizers from waste|CPC
C05F   5/008|1.3.3. Fertilizers from waste|CPC
C05F   7/00|1.2.2. Fertilizers from wastewater; 1.3.3. Fertilizers from waste; 1.2.2. Fertilizers from wastewater; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   7/005|1.2.2. Fertilizers from wastewater; 1.3.3. Fertilizers from waste|CPC
C05F   7/02|1.2.2. Fertilizers from wastewater; 1.3.3. Fertilizers from waste; 1.2.2. Fertilizers from wastewater; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   7/04|1.2.2. Fertilizers from wastewater; 1.3.3. Fertilizers from waste; 1.2.2. Fertilizers from wastewater; 1.3.3. Fertilizers from waste|CPC & IPC
C05F   9/00|1.3.3. Fertilizers from waste; 1.3.3. Fertilizers from waste|CPC & IPC
